0.01,0.3078,0.4658
0.02,0.4955,0.6789
0.03,0.5404,0.7150
0.04,0.5747,0.7653
0.05,0.5845,0.7842
0.06,0.5878,0.7450
0.07,0.5894,0.7608
0.08,0.5861,0.7628
0.09,0.5869,0.7642
0.10,0.5845,0.7508
0.11,0.5755,0.7225
0.12,0.5763,0.7236
0.13,0.5739,0.7086
0.14,0.5739,0.6942
0.15,0.5731,0.6944
0.16,0.5722,0.6947
0.17,0.5714,0.6947
0.18,0.5624,0.6800
0.19,0.5624,0.6800
0.20,0.5624,0.6800
0.21,0.5624,0.6800
0.22,0.5518,0.6653
0.23,0.5518,0.6656
0.24,0.5535,0.6658
0.25,0.5527,0.6658
0.26,0.5518,0.6661
0.27,0.5527,0.6661
0.28,0.5535,0.6661
0.29,0.5535,0.6661
0.30,0.5535,0.6658
0.31,0.5535,0.6658
0.32,0.5535,0.6661
0.33,0.5535,0.6661
0.34,0.5543,0.6661
0.35,0.5543,0.6661
0.36,0.5543,0.6661
0.37,0.5535,0.6661
0.38,0.5543,0.6661
0.39,0.5535,0.6661
0.40,0.5535,0.6661
0.41,0.5543,0.6661
0.42,0.5543,0.6661
0.43,0.5649,0.6811
0.44,0.5649,0.6811
0.45,0.5649,0.6811
0.46,0.5649,0.6814
0.47,0.5649,0.6814
0.48,0.5649,0.6814
0.49,0.5649,0.6814
0.50,0.5649,0.6814
0.51,0.5649,0.6814
0.52,0.5649,0.6814
0.53,0.5649,0.6814
0.54,0.5649,0.6814
0.55,0.5649,0.6814
0.56,0.5649,0.6814
0.57,0.5649,0.6814
0.58,0.5649,0.6814
0.59,0.5649,0.6814
0.60,0.5657,0.6814
0.61,0.5657,0.6814
0.62,0.5657,0.6814
0.63,0.5657,0.6814
0.64,0.5657,0.6814
0.65,0.5649,0.6811
0.66,0.5649,0.6811
0.67,0.5641,0.6808
0.68,0.5641,0.6808
0.69,0.5641,0.6808
0.70,0.5535,0.6658
0.71,0.5535,0.6658
0.72,0.5535,0.6658
0.73,0.5535,0.6658
0.74,0.5535,0.6658
0.75,0.5535,0.6658
0.76,0.5535,0.6658
0.77,0.5437,0.6508
0.78,0.5437,0.6508
0.79,0.5437,0.6508
0.80,0.5437,0.6508
0.81,0.5437,0.6508
0.82,0.5437,0.6508
0.83,0.5437,0.6508
0.84,0.5437,0.6508
0.85,0.5437,0.6508
0.86,0.5437,0.6508
0.87,0.5437,0.6508
0.88,0.5437,0.6508
0.89,0.5437,0.6508
0.90,0.5437,0.6508
0.91,0.5437,0.6508
0.92,0.5437,0.6508
0.93,0.5437,0.6508
0.94,0.5437,0.6508
0.95,0.5437,0.6508
0.96,0.5437,0.6508
0.97,0.5437,0.6508
0.98,0.5437,0.6508
0.99,0.5437,0.6508
1.00,0.5437,0.6511
1.01,0.5437,0.6511
1.02,0.5437,0.6511
1.03,0.5437,0.6511
1.04,0.5437,0.6511
1.05,0.5437,0.6511
1.06,0.5437,0.6511
1.07,0.5437,0.6511
1.08,0.5445,0.6511
1.09,0.5445,0.6511
1.10,0.5445,0.6511
1.11,0.5445,0.6511
1.12,0.5445,0.6511
1.13,0.5445,0.6508
1.14,0.5445,0.6508
1.15,0.5445,0.6508
1.16,0.5445,0.6508
1.17,0.5445,0.6508
1.18,0.5445,0.6508
1.19,0.5445,0.6508
1.20,0.5445,0.6508
1.21,0.5445,0.6508
1.22,0.5445,0.6508
1.23,0.5445,0.6508
1.24,0.5445,0.6508
1.25,0.5445,0.6508
1.26,0.5445,0.6508
1.27,0.5445,0.6508
1.28,0.5445,0.6508
1.29,0.5445,0.6508
1.30,0.5445,0.6508
1.31,0.5445,0.6508
1.32,0.5445,0.6508
1.33,0.5445,0.6508
1.34,0.5445,0.6508
1.35,0.5445,0.6508
1.36,0.5445,0.6508
1.37,0.5445,0.6508
1.38,0.5445,0.6508
1.39,0.5445,0.6508
1.40,0.5445,0.6508
1.41,0.5445,0.6508
1.42,0.5445,0.6508
1.43,0.5445,0.6508
1.44,0.5445,0.6508
1.45,0.5445,0.6508
1.46,0.5445,0.6508
1.47,0.5445,0.6508
1.48,0.5445,0.6508
1.49,0.5445,0.6508
1.50,0.5445,0.6508
1.51,0.5445,0.6508
1.52,0.5445,0.6508
1.53,0.5445,0.6508
1.54,0.5445,0.6508
1.55,0.5445,0.6508
1.56,0.5445,0.6508
1.57,0.5445,0.6508
1.58,0.5445,0.6508
1.59,0.5445,0.6508
1.60,0.5445,0.6508
1.61,0.5445,0.6508
1.62,0.5445,0.6508
1.63,0.5445,0.6508
1.64,0.5445,0.6508
1.65,0.5445,0.6508
1.66,0.5551,0.6658
1.67,0.5551,0.6658
1.68,0.5551,0.6658
1.69,0.5551,0.6658
1.70,0.5551,0.6658
1.71,0.5551,0.6658
1.72,0.5551,0.6658
1.73,0.5551,0.6658
1.74,0.5551,0.6658
1.75,0.5551,0.6658
1.76,0.5551,0.6658
1.77,0.5551,0.6658
1.78,0.5551,0.6658
1.79,0.5551,0.6658
1.80,0.5551,0.6658
1.81,0.5551,0.6658
1.82,0.5551,0.6658
1.83,0.5551,0.6658
1.84,0.5551,0.6658
1.85,0.5551,0.6658
1.86,0.5543,0.6658
1.87,0.5543,0.6658
1.88,0.5543,0.6658
1.89,0.5551,0.6658
1.90,0.5551,0.6658
1.91,0.5551,0.6658
1.92,0.5551,0.6658
1.93,0.5551,0.6658
1.94,0.5551,0.6658
1.95,0.5551,0.6658
1.96,0.5551,0.6658
1.97,0.5551,0.6658
1.98,0.5551,0.6658
1.99,0.5551,0.6658
2.00,0.5551,0.6658
