0.01,0.1953,0.3056
0.02,0.2312,0.3545
0.03,0.2554,0.3878
0.04,0.2790,0.4166
0.05,0.2946,0.4365
0.06,0.3064,0.4517
0.07,0.3205,0.4682
0.08,0.3330,0.4828
0.09,0.3425,0.4931
0.10,0.3497,0.5009
0.11,0.3570,0.5092
0.12,0.3645,0.5158
0.13,0.3699,0.5228
0.14,0.3755,0.5287
0.15,0.3801,0.5348
0.16,0.3848,0.5398
0.17,0.3878,0.5434
0.18,0.3913,0.5457
0.19,0.3938,0.5459
0.20,0.3956,0.5470
0.21,0.3987,0.5494
0.22,0.3999,0.5497
0.23,0.4019,0.5506
0.24,0.4043,0.5520
0.25,0.4071,0.5528
0.26,0.4090,0.5541
0.27,0.4103,0.5523
0.28,0.4122,0.5535
0.29,0.4119,0.5520
0.30,0.4125,0.5522
0.31,0.4144,0.5531
0.32,0.4160,0.5527
0.33,0.4163,0.5517
0.34,0.4177,0.5529
0.35,0.4190,0.5536
0.36,0.4202,0.5542
0.37,0.4200,0.5544
0.38,0.4206,0.5549
0.39,0.4213,0.5551
0.40,0.4234,0.5563
0.41,0.4240,0.5562
0.42,0.4258,0.5575
0.43,0.4260,0.5588
0.44,0.4266,0.5598
0.45,0.4269,0.5592
0.46,0.4276,0.5603
0.47,0.4282,0.5599
0.48,0.4288,0.5601
0.49,0.4289,0.5601
0.50,0.4289,0.5592
0.51,0.4292,0.5588
0.52,0.4297,0.5592
0.53,0.4296,0.5589
0.54,0.4301,0.5584
0.55,0.4306,0.5586
0.56,0.4305,0.5590
0.57,0.4306,0.5586
0.58,0.4298,0.5571
0.59,0.4298,0.5568
0.60,0.4295,0.5565
0.61,0.4295,0.5565
0.62,0.4296,0.5565
0.63,0.4302,0.5569
0.64,0.4301,0.5565
0.65,0.4302,0.5566
0.66,0.4302,0.5564
0.67,0.4299,0.5567
0.68,0.4298,0.5566
0.69,0.4299,0.5565
0.70,0.4294,0.5558
0.71,0.4295,0.5557
0.72,0.4293,0.5553
0.73,0.4295,0.5551
0.74,0.4296,0.5553
0.75,0.4294,0.5546
0.76,0.4294,0.5546
0.77,0.4292,0.5543
0.78,0.4292,0.5540
0.79,0.4287,0.5532
0.80,0.4287,0.5532
0.81,0.4284,0.5531
0.82,0.4286,0.5527
0.83,0.4286,0.5528
0.84,0.4283,0.5524
0.85,0.4282,0.5524
0.86,0.4282,0.5524
0.87,0.4281,0.5523
0.88,0.4282,0.5523
0.89,0.4284,0.5522
0.90,0.4287,0.5522
0.91,0.4287,0.5519
0.92,0.4286,0.5521
0.93,0.4286,0.5515
0.94,0.4286,0.5512
0.95,0.4287,0.5512
0.96,0.4286,0.5510
0.97,0.4286,0.5510
0.98,0.4283,0.5507
0.99,0.4277,0.5501
1.00,0.4276,0.5501
1.01,0.4276,0.5501
1.02,0.4272,0.5497
1.03,0.4273,0.5495
1.04,0.4270,0.5492
1.05,0.4273,0.5494
1.06,0.4271,0.5490
1.07,0.4271,0.5490
1.08,0.4271,0.5491
1.09,0.4273,0.5491
1.10,0.4273,0.5491
1.11,0.4272,0.5491
1.12,0.4271,0.5491
1.13,0.4272,0.5491
1.14,0.4273,0.5488
1.15,0.4272,0.5486
1.16,0.4274,0.5481
1.17,0.4274,0.5480
1.18,0.4272,0.5480
1.19,0.4271,0.5477
1.20,0.4269,0.5477
1.21,0.4270,0.5477
1.22,0.4270,0.5477
1.23,0.4266,0.5473
1.24,0.4266,0.5473
1.25,0.4266,0.5474
1.26,0.4265,0.5474
1.27,0.4265,0.5474
1.28,0.4265,0.5474
1.29,0.4264,0.5474
1.30,0.4265,0.5477
1.31,0.4262,0.5473
1.32,0.4259,0.5470
1.33,0.4260,0.5470
1.34,0.4261,0.5470
1.35,0.4259,0.5467
1.36,0.4260,0.5466
1.37,0.4260,0.5466
1.38,0.4260,0.5465
1.39,0.4260,0.5465
1.40,0.4260,0.5468
1.41,0.4260,0.5464
1.42,0.4260,0.5464
1.43,0.4260,0.5464
1.44,0.4259,0.5463
1.45,0.4259,0.5464
1.46,0.4260,0.5464
1.47,0.4260,0.5465
1.48,0.4260,0.5465
1.49,0.4259,0.5465
1.50,0.4258,0.5464
1.51,0.4255,0.5460
1.52,0.4255,0.5460
1.53,0.4255,0.5460
1.54,0.4255,0.5460
1.55,0.4255,0.5460
1.56,0.4255,0.5461
1.57,0.4254,0.5462
1.58,0.4255,0.5463
1.59,0.4255,0.5463
1.60,0.4257,0.5462
1.61,0.4257,0.5462
1.62,0.4257,0.5463
1.63,0.4258,0.5462
1.64,0.4258,0.5462
1.65,0.4258,0.5462
1.66,0.4261,0.5466
1.67,0.4260,0.5467
1.68,0.4260,0.5467
1.69,0.4260,0.5466
1.70,0.4260,0.5467
1.71,0.4259,0.5466
1.72,0.4260,0.5466
1.73,0.4255,0.5466
1.74,0.4256,0.5466
1.75,0.4256,0.5466
1.76,0.4256,0.5462
1.77,0.4256,0.5462
1.78,0.4256,0.5463
1.79,0.4256,0.5463
1.80,0.4256,0.5463
1.81,0.4255,0.5462
1.82,0.4255,0.5462
1.83,0.4255,0.5462
1.84,0.4254,0.5461
1.85,0.4254,0.5461
1.86,0.4254,0.5461
1.87,0.4255,0.5457
1.88,0.4255,0.5457
1.89,0.4255,0.5457
1.90,0.4255,0.5457
1.91,0.4252,0.5455
1.92,0.4251,0.5455
1.93,0.4251,0.5455
1.94,0.4251,0.5455
1.95,0.4251,0.5451
1.96,0.4252,0.5451
1.97,0.4252,0.5451
1.98,0.4252,0.5451
1.99,0.4252,0.5451
2.00,0.4252,0.5448
