0.01,0.1313,0.1234
0.02,0.1741,0.1636
0.03,0.2076,0.1954
0.04,0.2405,0.2265
0.05,0.2739,0.2581
0.06,0.3161,0.2980
0.07,0.3342,0.3150
0.08,0.3417,0.3218
0.09,0.3486,0.3281
0.10,0.3500,0.3294
0.11,0.3475,0.3266
0.12,0.3445,0.3234
0.13,0.3426,0.3208
0.14,0.3419,0.3198
0.15,0.3331,0.3113
0.16,0.3267,0.3049
0.17,0.3184,0.2970
0.18,0.3144,0.2931
0.19,0.3067,0.2857
0.20,0.3002,0.2796
0.21,0.2935,0.2731
0.22,0.2908,0.2706
0.23,0.2880,0.2678
0.24,0.2876,0.2674
0.25,0.2844,0.2644
0.26,0.2719,0.2528
0.27,0.2629,0.2443
0.28,0.2525,0.2347
0.29,0.2492,0.2316
0.30,0.2419,0.2249
0.31,0.2297,0.2135
0.32,0.2172,0.2019
0.33,0.2162,0.2010
0.34,0.2115,0.1966
0.35,0.2097,0.1949
0.36,0.2053,0.1908
0.37,0.2013,0.1871
0.38,0.1984,0.1844
0.39,0.1971,0.1831
0.40,0.1938,0.1801
0.41,0.1905,0.1770
0.42,0.1886,0.1752
0.43,0.1869,0.1736
0.44,0.1846,0.1715
0.45,0.1843,0.1712
0.46,0.1809,0.1681
0.47,0.1650,0.1533
0.48,0.1625,0.1510
0.49,0.1619,0.1504
0.50,0.1612,0.1497
0.51,0.1604,0.1490
0.52,0.1568,0.1457
0.53,0.1558,0.1447
0.54,0.1550,0.1440
0.55,0.1543,0.1433
0.56,0.1533,0.1424
0.57,0.1520,0.1412
0.58,0.1511,0.1404
0.59,0.1493,0.1387
0.60,0.1488,0.1382
0.61,0.1468,0.1364
0.62,0.1458,0.1354
0.63,0.1454,0.1350
0.64,0.1451,0.1348
0.65,0.1448,0.1345
0.66,0.1374,0.1277
0.67,0.1330,0.1236
0.68,0.1294,0.1203
0.69,0.1288,0.1197
0.70,0.1276,0.1186
0.71,0.1267,0.1177
0.72,0.1261,0.1172
0.73,0.1255,0.1167
0.74,0.1253,0.1164
0.75,0.1251,0.1162
0.76,0.1243,0.1155
0.77,0.1242,0.1154
0.78,0.1238,0.1150
0.79,0.1232,0.1145
0.80,0.1230,0.1135
0.81,0.1229,0.1134
0.82,0.1226,0.1131
0.83,0.1223,0.1129
0.84,0.1219,0.1126
0.85,0.1216,0.1123
0.86,0.1213,0.1119
0.87,0.1210,0.1117
0.88,0.1208,0.1115
0.89,0.1206,0.1113
0.90,0.1201,0.1109
0.91,0.1197,0.1105
0.92,0.1191,0.1099
0.93,0.1189,0.1098
0.94,0.1187,0.1095
0.95,0.1186,0.1095
0.96,0.1182,0.1091
0.97,0.1181,0.1090
0.98,0.1179,0.1088
0.99,0.1178,0.1087
1.00,0.1175,0.1085
1.01,0.1166,0.1076
1.02,0.1164,0.1075
1.03,0.1164,0.1074
1.04,0.1163,0.1074
1.05,0.1163,0.1073
1.06,0.1161,0.1072
1.07,0.1160,0.1071
1.08,0.1158,0.1069
1.09,0.1158,0.1069
1.10,0.1129,0.1042
1.11,0.1125,0.1039
1.12,0.1123,0.1037
1.13,0.1122,0.1035
1.14,0.1119,0.1033
1.15,0.1119,0.1033
1.16,0.1117,0.1031
1.17,0.1117,0.1031
1.18,0.1115,0.1029
1.19,0.1112,0.1027
1.20,0.1111,0.1026
1.21,0.1111,0.1025
1.22,0.1110,0.1025
1.23,0.1108,0.1023
1.24,0.1107,0.1022
1.25,0.1106,0.1021
1.26,0.1103,0.1018
1.27,0.1101,0.1016
1.28,0.1099,0.1015
1.29,0.1099,0.1014
1.30,0.1099,0.1014
1.31,0.1098,0.1013
1.32,0.1097,0.1012
1.33,0.1096,0.1012
1.34,0.1095,0.1011
1.35,0.1094,0.1010
1.36,0.1094,0.1010
1.37,0.1093,0.1009
1.38,0.1091,0.1007
1.39,0.1091,0.1007
1.40,0.1090,0.1006
1.41,0.1089,0.1005
1.42,0.1087,0.1003
1.43,0.1087,0.1003
1.44,0.1086,0.1002
1.45,0.1085,0.1002
1.46,0.1084,0.1001
1.47,0.1083,0.0999
1.48,0.1082,0.0999
1.49,0.1080,0.0997
1.50,0.1079,0.0996
1.51,0.1078,0.0995
1.52,0.1078,0.0995
1.53,0.1077,0.0994
1.54,0.1077,0.0994
1.55,0.1076,0.0993
1.56,0.1075,0.0992
1.57,0.1073,0.0991
1.58,0.1073,0.0991
1.59,0.1073,0.0991
1.60,0.1073,0.0990
1.61,0.1071,0.0989
1.62,0.1070,0.0988
1.63,0.1069,0.0987
1.64,0.1069,0.0987
1.65,0.1069,0.0987
1.66,0.1069,0.0987
1.67,0.1069,0.0986
1.68,0.1068,0.0986
1.69,0.1067,0.0985
1.70,0.1066,0.0984
1.71,0.1066,0.0984
1.72,0.1043,0.0963
1.73,0.1043,0.0963
1.74,0.1042,0.0962
1.75,0.1042,0.0962
1.76,0.1041,0.0961
1.77,0.1041,0.0961
1.78,0.1041,0.0961
1.79,0.1040,0.0960
1.80,0.1040,0.0960
1.81,0.1020,0.0941
1.82,0.1019,0.0940
1.83,0.1018,0.0940
1.84,0.1018,0.0939
1.85,0.1017,0.0939
1.86,0.1017,0.0939
1.87,0.1016,0.0938
1.88,0.1016,0.0938
1.89,0.1015,0.0937
1.90,0.1015,0.0937
1.91,0.1015,0.0937
1.92,0.1014,0.0936
1.93,0.1014,0.0936
1.94,0.1014,0.0936
1.95,0.1013,0.0935
1.96,0.1013,0.0935
1.97,0.1012,0.0935
1.98,0.1012,0.0934
1.99,0.1012,0.0934
2.00,0.1012,0.0934
