0.01,0.0828,0.1211
0.02,0.1070,0.1524
0.03,0.1280,0.1777
0.04,0.1392,0.1941
0.05,0.1498,0.2077
0.06,0.1582,0.2174
0.07,0.1639,0.2247
0.08,0.1681,0.2311
0.09,0.1729,0.2369
0.10,0.1756,0.2399
0.11,0.1775,0.2414
0.12,0.1800,0.2434
0.13,0.1830,0.2458
0.14,0.1849,0.2477
0.15,0.1862,0.2485
0.16,0.1873,0.2494
0.17,0.1879,0.2497
0.18,0.1893,0.2503
0.19,0.1892,0.2504
0.20,0.1895,0.2500
0.21,0.1896,0.2494
0.22,0.1898,0.2489
0.23,0.1896,0.2479
0.24,0.1900,0.2473
0.25,0.1907,0.2470
0.26,0.1904,0.2460
0.27,0.1899,0.2451
0.28,0.1897,0.2443
0.29,0.1891,0.2434
0.30,0.1890,0.2429
0.31,0.1891,0.2424
0.32,0.1895,0.2419
0.33,0.1897,0.2412
0.34,0.1901,0.2414
0.35,0.1905,0.2414
0.36,0.1899,0.2410
0.37,0.1894,0.2405
0.38,0.1893,0.2402
0.39,0.1895,0.2401
0.40,0.1901,0.2401
0.41,0.1902,0.2401
0.42,0.1904,0.2401
0.43,0.1908,0.2403
0.44,0.1911,0.2405
0.45,0.1915,0.2405
0.46,0.1916,0.2403
0.47,0.1920,0.2400
0.48,0.1925,0.2398
0.49,0.1928,0.2397
0.50,0.1929,0.2397
0.51,0.1932,0.2398
0.52,0.1932,0.2396
0.53,0.1933,0.2395
0.54,0.1934,0.2394
0.55,0.1932,0.2392
0.56,0.1931,0.2391
0.57,0.1932,0.2391
0.58,0.1931,0.2391
0.59,0.1932,0.2389
0.60,0.1936,0.2390
0.61,0.1935,0.2389
0.62,0.1937,0.2390
0.63,0.1938,0.2390
0.64,0.1936,0.2389
0.65,0.1935,0.2387
0.66,0.1933,0.2383
0.67,0.1926,0.2379
0.68,0.1923,0.2376
0.69,0.1923,0.2376
0.70,0.1924,0.2374
0.71,0.1923,0.2373
0.72,0.1920,0.2369
0.73,0.1919,0.2368
0.74,0.1918,0.2367
0.75,0.1917,0.2365
0.76,0.1915,0.2364
0.77,0.1914,0.2363
0.78,0.1915,0.2361
0.79,0.1914,0.2359
0.80,0.1914,0.2357
0.81,0.1912,0.2356
0.82,0.1916,0.2355
0.83,0.1915,0.2354
0.84,0.1914,0.2352
0.85,0.1913,0.2350
0.86,0.1913,0.2349
0.87,0.1911,0.2347
0.88,0.1911,0.2347
0.89,0.1911,0.2347
0.90,0.1911,0.2346
0.91,0.1910,0.2345
0.92,0.1910,0.2344
0.93,0.1910,0.2345
0.94,0.1910,0.2344
0.95,0.1910,0.2343
0.96,0.1909,0.2342
0.97,0.1909,0.2341
0.98,0.1908,0.2340
0.99,0.1908,0.2339
1.00,0.1907,0.2338
1.01,0.1907,0.2337
1.02,0.1904,0.2336
1.03,0.1904,0.2335
1.04,0.1904,0.2333
1.05,0.1905,0.2332
1.06,0.1904,0.2331
1.07,0.1902,0.2328
1.08,0.1902,0.2328
1.09,0.1901,0.2327
1.10,0.1899,0.2325
1.11,0.1899,0.2323
1.12,0.1898,0.2322
1.13,0.1898,0.2322
1.14,0.1898,0.2321
1.15,0.1897,0.2319
1.16,0.1896,0.2318
1.17,0.1896,0.2318
1.18,0.1896,0.2317
1.19,0.1895,0.2316
1.20,0.1892,0.2314
1.21,0.1891,0.2313
1.22,0.1890,0.2312
1.23,0.1889,0.2312
1.24,0.1889,0.2310
1.25,0.1888,0.2310
1.26,0.1888,0.2309
1.27,0.1888,0.2308
1.28,0.1887,0.2308
1.29,0.1887,0.2308
1.30,0.1888,0.2308
1.31,0.1887,0.2306
1.32,0.1886,0.2305
1.33,0.1885,0.2304
1.34,0.1883,0.2302
1.35,0.1882,0.2301
1.36,0.1882,0.2300
1.37,0.1881,0.2300
1.38,0.1881,0.2299
1.39,0.1881,0.2298
1.40,0.1881,0.2298
1.41,0.1881,0.2298
1.42,0.1880,0.2297
1.43,0.1880,0.2296
1.44,0.1880,0.2296
1.45,0.1881,0.2298
1.46,0.1881,0.2298
1.47,0.1880,0.2297
1.48,0.1880,0.2297
1.49,0.1879,0.2296
1.50,0.1879,0.2296
1.51,0.1878,0.2295
1.52,0.1878,0.2295
1.53,0.1878,0.2294
1.54,0.1877,0.2293
1.55,0.1877,0.2293
1.56,0.1876,0.2292
1.57,0.1874,0.2292
1.58,0.1874,0.2292
1.59,0.1872,0.2291
1.60,0.1873,0.2291
1.61,0.1873,0.2291
1.62,0.1872,0.2290
1.63,0.1873,0.2289
1.64,0.1872,0.2288
1.65,0.1872,0.2288
1.66,0.1872,0.2288
1.67,0.1872,0.2287
1.68,0.1871,0.2287
1.69,0.1870,0.2286
1.70,0.1869,0.2285
1.71,0.1869,0.2285
1.72,0.1868,0.2284
1.73,0.1856,0.2284
1.74,0.1855,0.2283
1.75,0.1855,0.2283
1.76,0.1854,0.2282
1.77,0.1854,0.2281
1.78,0.1854,0.2281
1.79,0.1853,0.2281
1.80,0.1853,0.2280
1.81,0.1852,0.2279
1.82,0.1851,0.2279
1.83,0.1851,0.2278
1.84,0.1851,0.2278
1.85,0.1850,0.2277
1.86,0.1851,0.2277
1.87,0.1851,0.2276
1.88,0.1851,0.2276
1.89,0.1850,0.2276
1.90,0.1850,0.2276
1.91,0.1851,0.2276
1.92,0.1851,0.2275
1.93,0.1850,0.2275
1.94,0.1850,0.2275
1.95,0.1850,0.2275
1.96,0.1856,0.2275
1.97,0.1856,0.2274
1.98,0.1856,0.2274
1.99,0.1856,0.2274
2.00,0.1856,0.2274
